file_id,Question,Generated
21UTRCWbv20_chunk9_data1_task3,What cause of depression does this show?,The audio does not specifically mention the cause of depression.
21UTRCWbv20_chunk24_data2_task3,What is the stress cause here?,The speaker feels like they want to do something but finds it hard to feel those things and carry on normally.
_qYgF_e4EQQ_chunk6_data1_task2,What mental disorder symptoms does the patient show?,The patient exhibits symptoms of paranoia.
P3JUXQ4kkHs_chunk14_data2_task3,What is the stress cause here?,The speaker is experiencing a sense of urgency to return to work and take some initiative in that regard.
v21ZLg8n8do_chunk8_data2_task3,What cause of depression does this show?,The audio content does not provide enough information to determine the specific cause of the person's depression.
DPOFpRQqInw_chunk23_data2_task2,What mental disorder symptoms does the patient show?,The patient shows anxiety.
-fLArKnlQkw_chunk8_data2_task3,What cause of depression does this show?,The audio does not provide enough information to determine the specific cause of the speaker's depression.
z9fF9F5w1cI_chunk18_data1_task1,Does the patient suffer from stress?,"The patient expresses feelings of being upset and angry, which are common stress responses."
ZSDJymlMOxg_chunk7_data2_task3,What is the stress cause here?,The speaker expresses a fear of driving on the highway.
7LD8iC4NqXM_chunk21_data1_task4,Does the emotional wellness dimension exist here?,"Yes, the emotional wellness dimension is present as the speaker is trying to understand their feelings and emotions."
Dm5w8aCM5cw_chunk28_data1_task2,What mental disorder symptoms does the patient show?,The patient shows signs of paranoia.
wNF1FIKHKEU_chunk10_data2_task3,What cause of depression does this show?,"The content does not provide enough information to determine the specific cause of Heidi's risk of suicide. It is important to note that suicidal thoughts and behaviors can be caused by a variety of factors, including mental health conditions, life events, substance use, and social support networks. A thorough assessment by a medical professional would be necessary to identify the underlying causes and develop an appropriate treatment plan."
7FLBpiEEedg_chunk8_data3_task2,What mental disorder symptoms does the patient show?,"The patient shows symptoms of a personality change, specifically becoming reckless and taking more chances."
8E7e7-LD7pw_chunk12_data1_task1,Does the patient suffer from stress?,"Yes, the patient feels really stressful about it."
MtcWc8IzaWg_chunk2_data1_task1,Does the patient suffer from stress?,"Yes, the patient mentions that she is 'really struggling.'"
HKJXCj1xPH0_chunk10_data2_task2,What mental disorder symptoms does the patient show?,The patient shows signs of anxiety and nervousness.
-fLArKnlQkw_chunk5_data1_task1,Does the patient suffer from loneliness?,The audio does not provide explicit information regarding whether the patient suffers from loneliness.
4-bH55MCa1U_chunk5_data1_task4,Does the physical wellness dimension exist here?,"Yes, the physical wellness dimension exists in this speech as it relates to a treatment involving muscle relaxants."
4gtDUCVAxxY_chunk13_data1_task1,Does the patient suffer from stress?,"Yes, the patient expresses fear and anxiety about doing something, which could indicate a stressful situation."
yqJkupJitaU_chunk3_data3_task3,What is the stress cause here?,The speaker is asking about someone's feelings regarding leaving a rehabilitation center.
pvTGgLtVDNU_chunk10_data1_task1,Does the patient suffer from stress?,"Yes, the patient does not seem to be coping well with their situation, indicated by their expression of feeling overwhelmed and having trouble keeping up with schoolwork."
nFwAiO22g4Y_chunk27_data2_task2,What mental disorder symptoms does the patient show?,The patient exhibits symptoms of anxiety.
nanU4vR993I_chunk5_data1_task1,Does the patient suffer from stress?,"Yes, the patient is worried about not being able to adjust back to a new income level."
zTvFhaDP0bM_chunk12_data1_task3,What is the stress cause here?,"The speaker has a full course load, which is causing them stress."
HIgQKH3Y1VE_chunk1_data1_task3,What is the stress cause here?,"The speaker is asking about a person's well-being, indicating that they might be experiencing some kind of discomfort or problem."
LmB3ZQ2F1MY_chunk40_data1_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of paranoia.
vRBXYm3KuJU_chunk16_data1_task1,Does the patient suffer from loneliness?,The transcript does not provide enough information to determine if the patient suffers from loneliness.
A-m_aIQfXZA_chunk16_data1_task4,Does the emotional wellness dimension exist here?,"The statement does not explicitly mention emotional wellness, but it may imply a sense of resignation or helplessness which could be related to emotional well-being if the context is understood."
0b9WEFYrdDk_chunk18_data1_task3,What is the stress cause here?,"The stressor in this scenario could be the fight that the two individuals are getting into, which may involve shoving or hitting."
yFcqj_ml8dc_chunk20_data1_task4,Does the emotional wellness dimension exist here?,"Yes, the emotional wellness dimension is present as the speaker discusses the fear of being anxious and its impact on behavior."
X9NBaihCzhk_chunk9_data1_task4,Does the social wellness dimension exist here?,"Yes, the social wellness dimension exists in this sentence as it refers to avoiding situations where one feels pressured at a party."
ihDezGfSvQs_chunk68_data1_task3,What is the stress cause here?,The speaker does not explicitly state the stressor.
XH2tF8oB3cw_chunk12_data1_task1,Does the patient suffer from stress?,"Yes, the patient feels stressed as indicated by the description of feeling hot and sweaty, and worrying that everyone is staring at them."
4gtDUCVAxxY_chunk8_data1_task3,What cause of depression does this show?,The audio does not specifically mention the cause of the person's depression.
Ii2FHbtVJzc_chunk15_data3_task3,What cause of depression does this show?,The audio does not provide enough information to determine the specific cause of the person's depression.
zyIN61kQ6VY_chunk3_data1_task3,What is the stress cause here?,The speaker seems to be discussing self-evaluation and how it can be negatively affected by not managing time effectively.
LmB3ZQ2F1MY_chunk50_data1_task2,What mental disorder symptoms does this patient show?,"The patient shows symptoms of narcissistic personality disorder, as indicated by their self-centered behavior and tendency to compare themselves to others in order to assess their own worth."
zTvFhaDP0bM_chunk14_data1_task3,What is the stress cause here?,The stressor mentioned is集中注意力或者过度活跃的症状.
88qr91P1lsA_chunk8_data1_task3,What cause of depression does this show?,"The show suggests that the cat's depression is caused by his grumpiness and the negative effects it has on his personality, leading to him becoming increasingly acidic and isolated."
-GaYArbWL1Q_chunk23_data2_task2,What mental disorder symptoms does this patient show?,The patient shows signs of obsessive-compulsive disorder (OCD).
4-bH55MCa1U_chunk10_data2_task4,Does the vocational wellness dimension exist here?,No QA Pairs
4-bH55MCa1U_chunk20_data2_task3,What is the stress cause here?,The sentence does not provide enough information to determine a specific stress cause.
ZJQgSGp18Mc_chunk1_data2_task4,Does the emotional wellness dimension exist here?,"Yes, the statement suggests that the speaker is experiencing sadness, which is an emotional wellness concern."
u7m6iCAf3hY_chunk6_data5_task3,What cause of depression does this show?,"The audio indicates that the speaker has experienced a range of emotional feelings such as being fed up, low, sad, and sometimes guilty. It does not specify any physical symptoms or body reactions associated with these emotions. Therefore, it cannot determine the specific cause of the speaker's depression based on the given information."
km_ZGAVsr20_chunk12_data1_task3,What cause of depression does this show?,The audio does not specifically mention what causes depression.
Xj3q96mCfC8_chunk43_data1_task1,Does the patient suffer from loneliness?,"The audio suggests that the patient feels safe and comfortable discussing their feelings, indicating that they do not necessarily feel lonely, but rather have a supportive network of friends."
Xj3q96mCfC8_chunk15_data1_task3,What is the stress cause here?,The speaker does not explicitly mention the stressor in the provided transcription.
WdWtfuPD4As_chunk2_data1_task2,What mental disorder symptoms does the patient show?,"The patient seems to get so angry with her, which is a symptom of anger management issues or anger control problems."
vRBXYm3KuJU_chunk2_data2_task3,What cause of depression does this show?,"The speech suggests that the feeling of hopelessness and frustration is a common experience among therapists, regardless of their background or training. The speaker implies that there is a lack of meaningful change or improvement in their work, leading to a sense of pointlessness and waste of time."
wNF1FIKHKEU_chunk18_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows signs of depression and anxiety, as indicated by their mood and tone."
SNstOn6owcI_chunk18_data2_task3,What is the stress cause here?,"The possible stressors could include a demanding work schedule, financial pressures, relationship issues, or personal health concerns that require adapting to her needs and personality."
eIDhKWAsWuY_chunk6_data2_task3,What is the stress cause here?,"The speaker does not explicitly mention a stress cause, but it can be inferred that she feels overwhelmed or challenged by the changes she has observed in her clients' appearance."
yNqaUMiU0Dk_chunk6_data2_task1,Does the patient suffer from loneliness?,The audio does not provide explicit information regarding whether the patient suffers from loneliness.
EO9F6b1R-ws_chunk23_data1_task3,What is the stress cause here?,The stress cause here is the possibility of being recorded and facing the consequences if an unlikely event happens.
4-bH55MCa1U_chunk29_data1_task1,Does the patient suffer from depression?,"Yes, based on the speech content and tone, it appears that the patient may be experiencing depressive symptoms."
Ad1E-Wi-DzM_chunk7_data1_task1,Does the patient suffer from stress?,"Yes, the patient is experiencing stress as indicated by the expression of their feelings about their dogs' behavior and the impact it has on them."
HKJXCj1xPH0_chunk21_data2_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of anxiety.
nFwAiO22g4Y_chunk39_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows signs of anxiety, as indicated by the statement 'I bet you how many calories of energy you put into worrying and thinking and analyzing how you're going to protect yourself before he even came over to watch the movie?' Worrying and analyzing are common symptoms of anxiety disorders."
0Ak1EonaL7g_chunk4_data1_task3,What cause of depression does this show?,"The audio does not specifically mention depression, but it discusses a situation where the speaker was reprimanded for being too aggressive, which could potentially contribute to feelings of frustration or low self-esteem."
IWKseYFhp1Y_chunk7_data1_task3,What is the stress cause here?,The speaker is addressing someone with concerns about their son.
VQD12PPjFrU_chunk8_data1_task4,Does the emotional wellness dimension exist here?,"Yes, the statement 'hopeless' suggests a negative emotional state that could indicate low levels of hope or well-being."
VGdWk7YRS1c_chunk26_data1_task3,What cause of depression does this show?,"The speaker feels depressed because their partner doesn't want to talk to them during the day, even though they love each other."
pllei-yDO8c_chunk37_data1_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of depression.
DPOFpRQqInw_chunk23_data1_task3,What is the stress cause here?,The speaker does not explicitly mention what is causing the stress.
8aDFvvjC6XM_chunk29_data1_task3,What is the stress cause here?,The stressor in this sentence is 'delaying experiencing the pain'.
P2a9102jifM_chunk14_data1_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of depression.
nblFvpbetoE_chunk2_data1_task3,What cause of depression does this show?,The audio does not provide specific information about the cause of the speaker's depression.
G8atkQwFgPE_chunk24_data1_task1,Does the patient suffer from loneliness?,The audio does not provide explicit information regarding whether the patient suffers from loneliness.
Xj2FB047sVc_chunk32_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows symptoms of schizophrenia, as indicated by their delusions and hallucinations."
fK70IxJ4nP0_chunk23_data2_task3,What is the stress cause here?,The stress is caused by the manager test and other things that need to be done to get a position.
xu0orOMQpCk_chunk4_data2_task1,Does the patient suffer from depression?,"Yes, the patient has expressed suicidal thoughts."
yqJkupJitaU_chunk29_data4_task3,What cause of depression does this show?,The audio does not explicitly mention the cause of depression. It only suggests that someone who really wanted to stop could have stopped.
hX8e5UM7WlQ_chunk2_data5_task1,Does the patient suffer from depression?,"Yes, the patient may be thinking about suicide."
KRDH89uP8wI_chunk2_data1_task2,What mental disorder symptoms does the patient show?,The patient shows signs of depression.
hjI-MRpv7PM_chunk7_data2_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of anxiety.
YuFmc3y72Nw_chunk10_data1_task1,Does the patient suffer from loneliness?,The passage does not provide explicit information regarding whether the patient suffers from loneliness.
ihDezGfSvQs_chunk26_data1_task4,Does the emotional wellness dimension exist here?,"Yes, the emotional wellness dimension is present as the speaker mentions loving people and seeing clients use strengths to cope with challenges, which reflects emotional well-being."
iBp75KNuLb8_chunk1_data1_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of anxiety and a lack of functioning at an expected level.
_gAX6CCfckM_chunk12_data1_task1,Does the patient suffer from loneliness?,It is not possible to determine if the patient suffers from loneliness based on this statement alone.
Qwbm0s5970M_chunk20_data1_task2,What mental disorder does this person show?,addiction
7FLBpiEEedg_chunk9_data1_task2,What mental disorder symptoms does the patient show?,The patient has trouble remembering things and experiences confusion.
MAw3yh4BgQE_chunk2_data2_task3,What cause of depression does this show?,"The speaker mentioned that they sometimes grab at their own hair and cut themselves, which can be a symptom of depression. However, it's important to note that self-harm can be caused by a variety of factors and is not always related to depression. If you or someone you know is experiencing self-harm, it's important to seek help from a medical professional or mental health provider."
nFwAiO22g4Y_chunk10_data2_task2,What mental disorder symptoms does the patient show?,The patient shows signs of schizophrenia.
qe-0fk4ZG20_chunk36_data2_task3,What cause of depression does this show?,The speaker has experienced depression in the past and may still struggle with it currently.
xaHms5z-yuM_chunk6_data1_task2,What mental disorder symptoms does the patient show?,The patient shows signs of anger.
P2a9102jifM_chunk4_data3_task1,Does the patient suffer from depression?,"The patient does not necessarily suffer from depression, but there is a higher risk of depression when heavy drinking persists over time."
P7qMfG-yNfA_chunk4_data2_task2,What mental disorder symptoms does the patient show?,The patient shows paranoia.
P2a9102jifM_chunk27_data1_task1,Does the patient suffer from depression?,"Yes, the patient expresses feelings of hopelessness and loss, indicating symptoms of depression."
Zldp0jcw6j4_chunk6_data2_task1,Does the patient suffer from stress?,"Yes, the patient mentions using anxiety medication whenever they feel anxious."
Ad1E-Wi-DzM_chunk7_data1_task3,What cause of depression does this show?,"The speaker mentioned that everything their dogs do gets on their nerves, suggesting a trigger for their depression such as stress or frustration from caring for the dogs."
Kv2s834dG5c_chunk3_data1_task3,What is the stress cause here?,The speaker is referring to the possibility of issues arising when they see each other outside of therapy sessions.
67I6g1I7Zao_chunk10_data1_task1,Does the patient suffer from stress?,"Yes, the patient mentions that they need to find some other way to deal with their stress."
LuuKIF4-F_Q_chunk3_data1_task2,What mental disorder symptoms does the patient show?,The patient shows signs of paranoia.
L4oDAYZWLhs_chunk3_data1_task2,What mental disorder symptoms does the patient show?,The patient shows signs of paranoia.
P2a9102jifM_chunk25_data1_task1,Does the patient suffer from loneliness?,"The patient's words suggest a sense of loneliness or disregard for social norms, as they mention that no one would care if they died. This could indicate feelings of isolation or disconnection from others."
HKJXCj1xPH0_chunk6_data1_task4,Does the emotional wellness dimension exist here?,"Yes, the speaker is talking about focusing on how they are feeling, which relates to emotional wellness."
mZc43xBB3qk_chunk9_data1_task3,What cause of depression does this show?,The audio does not provide enough information to determine the specific cause of the speaker's depression.
HIgQKH3Y1VE_chunk6_data1_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of anxiety and depression.
4gtDUCVAxxY_chunk15_data3_task3,What cause of depression does this show?,"The audio indicates that the speaker is asking about the pain caused to a person's husband and family, which suggests that the pain could be related to a personal or domestic issue. However, without more context or information, it is difficult to determine the specific cause of the depression. It could be due to a variety of factors such as illness, financial problems, relationship issues, or other personal challenges."
7Ibb68uVXEg_chunk25_data1_task2,What mental disorder does this person show?,"The individual seems to have a pattern of behavior that is repetitive and rigid, suggesting a possible diagnosis of obsessive-compulsive disorder (OCD)."
eqIM3n7ujVA_chunk8_data2_task3,What is the stress cause here?,The speaker seems to be expressing a dilemma or conflict of feelings about not wanting something but feeling obligated or stuck.
1jfH055byg4_chunk12_data1_task3,What is the stress cause here?,The speaker is upset to talk about blood clots.
YpgvoXv3o-w_chunk16_data1_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of depression and anxiety.
A-m_aIQfXZA_chunk22_data2_task2,What mental disorder symptoms does the patient show?,The patient shows an inability to feel emotions.
_TwVa4utpII_chunk20_data2_task3,What cause of depression does this show?,The speaker's aunt being an alcoholic.
G8atkQwFgPE_chunk7_data1_task3,What cause of depression does this show?,The audio does not provide information about the cause of the person's depression.
8N1PzEFw0oE_chunk20_data1_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of depression.
nkWrkwPDxvw_chunk24_data1_task3,What cause of depression does this show?,The audio segment does not provide enough information to determine the specific cause of the individual's depression.
GHi-ut-gfgs_chunk19_data1_task3,What cause of depression does this show?,"The feeling of being separated from one's own body can be a symptom of various mental health conditions, including schizophrenia, bipolar disorder, and depersonalization disorder. It is not a specific cause on its own but rather an aspect of the symptoms experienced by individuals with these conditions. Treatment for these conditions typically involves a combination of medication and therapy."
XH2tF8oB3cw_chunk9_data1_task4,Does the social wellness dimension exist here?,"No, the social wellness dimension does not seem to be present as there is no mention of social interactions or relationships."
IWKseYFhp1Y_chunk16_data1_task3,What cause of depression does this show?,"The audio indicates that the presence of suicidal thoughts does not necessarily mean a person intends to commit suicide.

自杀未遂（suicidal attempt）的定义：指有自杀意图但并未采取实际行动的人。"
iBp75KNuLb8_chunk28_data1_task3,What is the stress cause here?,"The speaker was getting anxious while telling something, which led them to focus on it instead of the cause of their anxiety."
XH2tF8oB3cw_chunk9_data1_task1,Does the patient suffer from loneliness?,The transcript does not provide enough information to determine if the patient suffers from loneliness.
jm6PG989Q_0_chunk74_data2_task2,What mental disorder symptoms does the patient show?,"The patient shows symptoms of depression, as indicated by their mood and the content of what they said regarding their experience with stress and a recent stressful day."
_pkXuC7vsl0_chunk16_data2_task1,Does the patient suffer from stress?,"Yes, the patient describes a situation that scares them and causes anxiety, which are common symptoms of stress."
uriVBFB1oOI_chunk2_data2_task4,Does the emotional wellness dimension exist here?,"No, the emotional wellness dimension does not seem to be present in the speech as it is not mentioned. The speech focuses on physical safety and achieving one's desired life."
xkbEtIr08JU_chunk6_data1_task3,What is the stress cause here?,The speaker is experiencing a fear of losing a client.
824H2W-h5Kg_chunk15_data1_task3,What cause of depression does this show?,The audio does not specifically state the cause of the speaker's depression.
0cGGCuFWMtw_chunk8_data1_task3,What cause of depression does this show?,The audio does not provide enough information to determine the specific cause of the person's depression.
ciaoqPxyD_Q_chunk6_data2_task2,What mental disorder symptoms does this patient show?,"The patient shows signs of depression, as indicated by the expression of relief and the reference to previous successes with walking, which may suggest that walking was a previously enjoyable and helpful activity before the onset of symptoms."
_pkXuC7vsl0_chunk5_data1_task3,What is the stress cause here?,The stress cause here is the speaker's emotion.
IViQKF9qFaw_chunk13_data1_task3,What is the stress cause here?,The speaker is experiencing some sort of physical discomfort or pain that is causing them trouble and making them fall asleep.
jm6PG989Q_0_chunk7_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows symptoms of depression, as indicated by their difficulty in getting out of bed and feeling sad."
S4jJ_AZhxgU_chunk10_data2_task1,Does the patient suffer from loneliness?,The provided information does not indicate whether the patient suffers from loneliness.
A1XJeciqyL8_chunk55_data1_task3,What is the stress cause here?,"The speaker is referring to a situation where they were responsible for taking care of their brother, Brook, when both their parents worked a lot."
X7o-_2Ityd0_chunk14_data1_task1,Does the patient suffer from loneliness?,The transcript does not provide enough information to determine if the patient suffers from loneliness.
aTtmXde5T_Q_chunk12_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows symptoms of ADHD, such as difficulty paying attention, difficulty sustaining attention, and impulsivity."
o6AdcHbVujg_chunk4_data1_task3,What cause of depression does this show?,It is not specified in the provided information what may be causing the person to experience depression.
4gtDUCVAxxY_chunk18_data1_task3,What cause of depression does this show?,The audio does not specifically state the cause of the depression.
OhHauJSOPMY_chunk11_data3_task3,What cause of depression does this show?,The audio does not specifically mention the cause of the speaker's depression.
8p7vNzCpu2Q_chunk18_data1_task3,What cause of depression does this show?,The speech does not provide enough information to determine the specific cause of the speaker's depression.
7FLBpiEEedg_chunk8_data2_task3,What is the stress cause here?,The speaker seems to be under a lot of stress.
dUwN6GI-0EQ_chunk24_data1_task2,What mental disorder symptoms does the patient show?,The patient has a speech impediment and stammers.
dbqFCbXxwb0_chunk6_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows symptoms of inattention, as indicated by their difficulty focusing when someone was talking to them and feeling unable to concentrate. They also mention experiencing a sense of everything being blurry around them."
KRDH89uP8wI_chunk12_data1_task3,What cause of depression does this show?,"The speaker mentioned feeling depressed, but the audio transcript does not provide enough information to determine a specific cause of depression."
_pkXuC7vsl0_chunk13_data1_task3,What is the stress cause here?,The stress is caused by the necessity to pass through a certain area or situation without the safety nets that were previously available.
vRBXYm3KuJU_chunk17_data2_task1,Does the patient suffer from depression?,"Based on the speech, it is possible that the patient may be experiencing feelings of hopelessness or helplessness, which are common symptoms of depression. However, a proper diagnosis can only be made by a medical professional after a thorough evaluation."
P99PqrK775g_chunk10_data1_task1,Does the patient suffer from stress?,"Yes, the mention of panic attacks suggests that the patient may be experiencing stress or anxiety."
7LD8iC4NqXM_chunk11_data2_task3,What is the stress cause here?,The stress is caused by the exam period.
RybY4zIecQ4_chunk10_data1_task3,What cause of depression does this show?,"The audio segment suggests that a journey being repeated multiple times can lead to a sense of detachment or disconnection from the details of one's journey, which could contribute to feelings of depression."
0b9WEFYrdDk_chunk7_data2_task3,What cause of depression does this show?,"The audio suggests that raised voices and possibly physical confrontations may lead to someone feeling frightened, which could contribute to depression."
tBd5VGCKnjA_chunk36_data1_task1,Does the patient suffer from stress?,"Yes, the patient describes their situation as an 'extra situation' which is stressful and indicates that they have reached a high score on an anxiety scale (ten)."
Qwbm0s5970M_chunk5_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows difficulty concentrating, feeling unable to control their thoughts, and excessive daydreaming."
Cgut_WRNywo_chunk7_data2_task1,Does the patient suffer from stress?,"Yes, the patient mentions feeling overwhelmed and exhausted, which are common stress symptoms."
P2a9102jifM_chunk11_data3_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of alcohol dependence or addiction.
n17O4_Uy6Vk_chunk7_data1_task1,Does the patient suffer from loneliness?,"Yes, the patient feels that they want to be with their husband but does not like him anymore and expresses this through yelling at him."
yqJkupJitaU_chunk29_data2_task3,What is the stress cause here?,"The word 'opportunity' is underlined, which is the subject of the sentence."
f6Y_P8Jv2cU_chunk3_data2_task4,Does the emotional wellness dimension exist here?,"The statement does not explicitly address emotional wellness, but it suggests that having a craving can be a subjective experience that may or may not be harmful depending on one's actions after experiencing the craving. Therefore, it could be inferred that emotional wellness may be related to how an individual responds to their cravings."
4-bH55MCa1U_chunk21_data2_task1,Does the patient suffer from stress?,"Yes, the patient has been worried about something serious like cancer."
1jfH055byg4_chunk38_data1_task2,What mental disorder symptoms does the patient show?,The patient shows signs of addiction and depression.
oT2iPNcPejA_chunk17_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows symptoms of anxiety, as indicated by their fear of missing conversations and being laughed at, which causes them to become extremely self-conscious."
7LD8iC4NqXM_chunk19_data2_task4,Does the patient show risk of perceived burdensomeness?,"Yes, the patient shows risk of perceived burdensomeness as indicated by the statement that they feel like they are not as good as other people."
64T_BwKcc2M_chunk4_data1_task4,Does the patient show risk of perceived burdensomeness?,"Yes, the patient indicates a sense of burdenedness by stating 'I felt like a failure' and describing their experience of not being able to get out for three months as a 'big issue'."
tBd5VGCKnjA_chunk33_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows anxiety and fear, as indicated by their description of their automatic thought and the phrase 'fear of the bridge'."
S4jJ_AZhxgU_chunk3_data2_task1,Does the patient suffer from loneliness?,The audio does not provide explicit information regarding whether the patient suffers from loneliness.
s6UW9b6zncc_chunk8_data2_task2,What mental disorder symptoms does the patient show?,The patient exhibits positive symptoms of schizophrenia.
P624_q04ZWg_chunk5_data1_task3,What cause of depression does this show?,The speaker is experiencing depression because they feel pressure from friends and family to get a job and support themselves.
z60HLGvT7DQ_chunk7_data2_task2,What mental disorder symptoms does the patient show?,The patient is sad and feels worthless.
FYwSVpGOd3g_chunk2_data2_task1,Does the patient suffer from stress?,"Yes, the patient has been having anxiety and thoughts about various things."
jm6PG989Q_0_chunk15_data2_task4,Does the social wellness dimension exist here?,The question cannot be answered with certainty as the text provided does not explicitly mention 'social wellness'.
LmB3ZQ2F1MY_chunk27_data2_task4,Does the patient show risk of thwarted belongingness?,"Yes, the patient indicates a sense of not belonging and feeling like they were not good enough, which are common indicators of thwarted belongingness."
jmwQ3SE6Uew_chunk3_data1_task3,What is the stress cause here?,The speech does not provide enough context to determine the specific stressor.
ihDezGfSvQs_chunk32_data1_task3,What is the stress cause here?,"The speaker mentions that their child is driving them crazy at home, which is the cause of their stress."
nFwAiO22g4Y_chunk63_data1_task3,What cause of depression does this show?,The audio does not explicitly mention the cause of depression.
nFwAiO22g4Y_chunk52_data3_task2,What mental disorder does this person show?,The person is experiencing suicidal thoughts.
5UHbkDeYYYY_chunk7_data1_task1,Does the patient suffer from loneliness?,"Yes, it is implied that the patient is experiencing difficulties in social interactions."
SSJFJpk0osU_chunk7_data1_task3,What is the stress cause here?,The speaker seems to be under a lot of stress from work.
ofnnuwscA1Y_chunk40_data1_task1,Does the patient suffer from stress?,"Yes, the patient mentions being stressed and trying to make a change."
LmB3ZQ2F1MY_chunk13_data1_task1,Does the patient suffer from loneliness?,The audio does not provide explicit information regarding the patient's feelings of loneliness.
4Y3EGPjhiXE_chunk2_data2_task3,What is the stress cause here?,The speaker is female.
cVvMUM6fFWk_chunk7_data1_task4,Does the emotional wellness dimension exist here?,"Yes, the emotional wellness dimension is present as it involves topics such as seeking fun or pleasure and how one approaches pleasurable activities."
fK70IxJ4nP0_chunk4_data4_task1,Does the patient suffer from loneliness?,The audio does not provide explicit information regarding whether the patient suffers from loneliness.
ZB28gfSmz1Y_chunk7_data1_task4,Does the emotional wellness dimension exist here?,The provided information does not contain any reference to an 'emotional wellness dimension.' It is possible that this term was not included in the original dataset or that it has been removed during the data cleaning process.
vRBXYm3KuJU_chunk3_data1_task4,Does the patient show risk of thwarted belongingness?,"Yes, the patient expresses a sense of isolation and helplessness, suggesting feelings of not being supported or valued by others."
T33j_ZETzUs_chunk2_data1_task3,What is the stress cause here?,The speaker feels discomfort in their job.
bxbSsK5D_PY_chunk13_data2_task4,Does the physical wellness dimension exist here?,"The question is asking about personal experiences related to substance use, which falls under the physical health dimension of the PHQ-9. Therefore, the answer is yes."
f8QSA_5PEFM_chunk8_data1_task3,What cause of depression does this show?,Smoking
jlXmVqhaMds_chunk35_data1_task1,Does the patient suffer from stress?,"Yes, the patient has anxiety."
mfe8OzzArGc_chunk32_data2_task3,What cause of depression does this show?,The audio indicates that someone is experiencing thoughts of suicide and is not sure if they will carry out the suicide. This suggests that the cause of their depression may be related to suicidal ideation or contemplation.
jm6PG989Q_0_chunk52_data2_task1,Does the patient suffer from stress?,"Yes, the patient indicates that they dread going to work because it is stressful and has a lot of structured problems, suggesting that they are experiencing stress."
bxbSsK5D_PY_chunk12_data1_task1,Does the patient suffer from stress?,"Yes, the patient mentions that she is not getting enough sleep and that things are tight financially, which are common stressors."
qbamiDqWjjg_chunk4_data1_task1,Does the patient suffer from stress?,"Yes, the patient is experiencing a stressful situation due to the responsibility they feel towards their child's safety."
Ii2FHbtVJzc_chunk7_data1_task1,Does the patient suffer from stress?,"Yes, the patient seems to feel that they shouldn't engage in activities like sex because it might be too stressful."
ankWMLepQsE_chunk32_data2_task3,What cause of depression does this show?,The audio does not specifically mention the cause of depression.
CdyJ0iB_k00_chunk20_data1_task3,What cause of depression does this show?,The speaker does not explicitly mention the cause of their depression.
GCoCq2o6Ye8_chunk10_data2_task1,Does the patient suffer from loneliness?,"The patient does not explicitly mention feeling lonely, but the context suggests that they are experiencing some form of emotional distress or disruption in their personal relationships."
5UHbkDeYYYY_chunk31_data1_task4,Does the emotional wellness dimension exist here?,"Yes, the emotional wellness dimension is present as it involves taking away the emotion from motivation and ability to complete tasks."
P2a9102jifM_chunk29_data2_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of depression.
L4oDAYZWLhs_chunk4_data2_task2,What mental disorder symptoms does the patient show?,The patient feels like a loser.
XUVQ5dGB1x0_chunk8_data1_task4,Does the social wellness dimension exist here?,"No, there is no indication of a social wellness dimension in this conversation."
DcAqhHb5-hk_chunk5_data2_task3,What is the stress cause here?,The speaker is indicating that they have been late a lot more lately due to having trouble getting out of bed.
VllviqjGYpw_chunk5_data3_task1,Does the patient suffer from stress?,"Yes, the patient mentions that their thoughts are racing due to being irritated by other people's actions and general things."
JTcjMPoxUTM_chunk20_data2_task3,What cause of depression does this show?,"The audio does not specifically mention the cause of her depression, only that the speaker feels responsible for it."
tlQHg2Rbm60_chunk8_data1_task3,What is the stress cause here?,The speaker does not explicitly state the stress cause.
7Ibb68uVXEg_chunk33_data1_task3,What cause of depression does this show?,"The audio indicates that the person has lost their main support system, which is their mother."
kuhImFdGW_w_chunk6_data1_task3,What cause of depression does this show?,The audio does not provide enough information to determine the specific cause of the speaker's depression.
0cGGCuFWMtw_chunk22_data1_task3,What cause of depression does this show?,The audio does not provide enough information to determine the specific cause of the person's depression.
